ab-rogação	revogação
consenso	laissez-passer/passe/concessão/acordo/aceite/autorizações/subscrição/unanimidade/ajuste/aquiescência/assentimento/assinatura/concordância/concórdia/ratificação/passaporte/concessão/consentimento/convenção/autorização/conspiração/sanção/harmonia/conformidade/aprovação/acordo
consentimento	laissez-passer/passe/autorizações/o.k./ok/visto/passaporte/concessão/autorização/sanção/aceitação/aprovação
consequência	efeitos/impacto/influência/efeito/produto/mossa/subprodutos/estrago/repercussão/resultado/diminuição/mudança
conseqüência	efeitos/impacto/influência/efeito/produto/mossa/subprodutos/estrago/repercussão/resultado/diminuição/cadeia/mudança
conserto	manutenção/rapidinha/restituição/reconstrução
conservacionista	verde
conservador	conformista/linha-dura/reacionário/ultraconservador/capitalista/quadrado
conservante	especiaria/espechiaria
conservantes	especiaria/espechiaria
conservas	compota/conserva/geléia/geléia/gelatina
conservação	ecologismo/ambientalismo/reserva
consideração	justificativa/justificação/pesada/ponderação/tino/andamento/contemplação/tato/meditação/especulação/pensamento/exploração/reflexão
consistência	porosidade/solidity/grossura/solidez/viscosidade
consoante	nasal
consoantes	nasal
consogro	concunhado/cunhada/genro/sogra/sogro/cunhado/nora
consorte	cônjuge/esposa/esposo/marido/varão/mulher/homem/bígamo/recém-casado
conspiração	conjuração/intriga
constante	coeficiente
consternação	estupefação/pânico/terror/medo/calafrio/difidencia/histeria/pavor/tremedeira/tremura/premonição/pressentimento/timidez/arrepio/intimidação/pessimismo/temor/terror/medo/tremor/dor
constituinte	construção/objeto/expressão/termo/sujeito
constituição	cariótipo/colonização/fenotipo/fenótipo/federação/genótipo/arquitectura/estrutura
constructor	empreiteiro
construtor	empreiteiro
construção	fabricação/erecção/nivelação/rústico/cláusula/complemento/sintagma/oração
consultor	conselheiro
consumação	orgasmo/realização
consumidor	assinante/subscritor/freguês/cliente/comprador/leitor/alcoolatra/comedor/fumante/gastador/mascador/prodigo/freguês/cliente/comprador/habitual
consumo	alimentação/deglutição/sugue/gole/bebida
consórcio	cartel
conta	censo/recenseamento/contagem/nota/recontagem/retrocontagem/cálculo
contabilidade	auditoria/auditorias/escrituração
contabilista	auditor/contador
contador	amperímetro/galvanômetro/hidrômetro/hodômetro/magnetometro/magnetómetro/magnetômetro/odómetro/odômetro/ohmimetro/ohmímetro/radiômetro/taxímetro/velocimetro/velocímetro/voltimetro/voltímetro/auditor
contagem	censo/recenseamento/recontagem/retrocontagem
contaminação	poluição
contas	bisbilhotice/bisbolhetice/fofoca/conta/nota/anedota/historieta/narração/piada/conto/cálculo/história
contato	agarrão/baterdeleve/beijo/cócegas/manejo/ósculo/carícia/manipulação/pegada/batida/pegar
contemplação	introspecção/cogitação/meditação/estudo
contendor	atleta/campeão/desportista/jogador/ganhador/participante/vencedor/desafiante/oponente/rival/segundo-lugar/adversário/competidor/finalista/vice/concorrente/opositor/favorito/rei/inimigo/segundo
contentamento	satisfação
contente	satisfação
contentor	cassete/contentores/envelope/mostrador/mostruário/sobrecarta/vasilhame/xícara/balde/chávena/gaveta/louça/sobrescrito/tonel/vitrina/vitrine/cesta/copo/taça/cesto/lata/vasilha/vaso/colher/carteira/bolsa/prato/caixa/cocho/dedal/manjedoura/regador/relicário/sacola/chocalho/embalagem/porquinho-mealheiro/relicário/saleiro/cilindro/lata/molde/recipiente/vasilha/panela/saco/pacote/bolsa/caixa
contentores	ferro-velho/lixeira
conterrâneo	compatriota
contestação	polémica/polêmica
contexto	condições/condição
conteúdo	abaixo-assinado/aconselhamento/disparate/insensatez/narrativa/narração/postulação/chávena/requerimento/significância/submissão/tolice/bobagem/propaganda/requisição/significação/solicitação/conselho/direção/matéria/promoção/publicidade/tópico/assunto/besteira/petição/tema/informação/apelo/opinião/significado/anúncio/entrada/história/intenção/cesto/colherada/desrespeito/excurso/lembrete/paletada/botelha/jarro/recusa/barril/bobagem/parêntese/pote/proposta/punhado/afirmação/aplauso/cesto/bacia/besteira/colher/garrafa/reconhecimento/saco/tigela/declaração/humor/instrução/prato/aprovação
continente	continentes/subcontinente
continuação	perseverança/fermata/prolongamento/persistência/repetição/teste
continuidade	reinado/trecho/prazo/duração/período
conto	enredo/mito/apólogo/argumento/lenda/apólogo/parábola/alegoria/apólogo/novela/parábola
contorno	angularidade/curvatura/rectitude/retitude/topografia/concavidade/convexidade/silhueta/topografia
contradição	paradoxo
contrafação	falsificação/forjar
contraforte	arcobotante
contralto	contra-tenor/contratenor
contrapeso	simetria/tara/simetria/proporção
contrariedade	chateação/pertubação/acúleo/estrepe/moléstia/distúrbio/impaciência/incômodo/irritação
contratador	constructor/empreiteiro/construtor
contratação	reserva
contrato	apólice/aluguel/parceria/sociedade/contratodetrabalho/concessão
contraveneno	atropina
contribuição	oferenda
contributo	esmola
controlador	interruptor/chave/joystick/auditor/manche/contador/regulador/válvula
controle	supremacia/monopólio/interruptor/chave/possessão/propriedade/domínio/amarra/auto-monitorização/autodomínio/joystick/regulamentos/tirania/absolutismo/auto-controle/inibição/manche/predominância/regulação/despotismo/enchente/imperialismo/regulador/orientação/posse/válvula/governo/limitação
controlo	possessão/propriedade/amarra/auto-monitorização/regulamentos/auto-controle/regulação/enchente/imperialismo/orientação/posse/governo/limitação
controvérsia	disputa/discussão/desavença/altercação/contestação/polémica/polêmica/rixa/disputa/discussão
contusão	petéquia
contêiner	cassete/contentores/envelope/mostrador/mostruário/sobrecarta/vasilhame/xícara/balde/chávena/gaveta/louça/sobrescrito/tonel/vitrina/vitrine/cesta/copo/taça/cesto/lata/vasilha/vaso/colher/carteira/bolsa/prato/caixa/cocho/dedal/manjedoura/regador/relicário/sacola/chocalho/embalagem/porquinho-mealheiro/relicário/saleiro/cilindro/lata/molde/recipiente/vasilha/panela/saco/pacote/bolsa/caixa
contínuo	história
convencimento	admoestação/catequização/repreensão/sugestão/arma/recurso
conveniência	disponibilidade/idoneidade/acessibilidade/adequação
convento	abadia
conventos	abadia
convenção	pacificação/aliança/paz
convergência	encontro/reunião/encontro
conversa	conversação/diálogo/troca/debate/discussão/bate-papo/diplomacia/diplomácia/fuxico/regateio/diplomacia/mediação/fofoca
conversação	diálogo/troca/debate/conversa/discussão/bate-papo/fuxico/conversa/fofoca
convertido	prosélito
convexidade	pico/ponta/entasis/projeção
convicção	doutrina/expetativa/religião/filosofia/expectativa/certeza/fé/crendice/espirito/individualismo/pacifismo/perspicácia/superstição/espiritismo/filosofia/individualismo/confiança/pensamento/teoria/fé/opinião/ideia
convulsão	clônus/ausência
convênio	pacificação/aliança/paz
conífera	alerce/cathaya/cipreste/espruce/keteleéria/lariço/lariço-europeu/pícea/rimu/abeto/araucária/larice/teixo/cedro/pinheiro
coníferas	alerce/cathaya/cipreste/espruce/keteleéria/lariço/lariço-europeu/pícea/rimu/abeto/araucária/larice/teixo/cedro/pinheiro
conúbio	endogamia/exogamia/monogamia/poligamia/bigamia/endogamia
cookie	fadinha
cooperação	dedicação/conformidade/coação/reconciliação/abnegação/colaboração/meio-termo/compromisso/representação/acordo
coordenação	sincronização
coorte	jovem/juventude/velho
copo	copa
copépode	ciclope
coquetel	margarita/martini/martíni/russo-branco
cor	pigmento/tinta/pintura/azul-de-bromofenol/fluoresceina/fluoresceína/indigo/pigmentos/simulacro/índigo/anil/corante/pigmento/pretexto/contraste/indicador/tintura/matiz/tez/camuflagem/azul/tom/aparência
cor-de-rosa	carnação/salmão/rosa/coral
coragem	heroísmo/nervo
corante	pigmento/tinta/pintura/cor/azul-de-bromofenol/fluoresceina/fluoresceína/indigo/pigmentos/índigo/anil/pigmento/contraste/indicador/tintura/azul/cor
coração	sabugo/espiga
corcova	barbeta/mamoa/mâmoa/terrapleno
corda	toa/fio/lã/cabo/adriça/amarra/boleadeira/brandái/cat-gut/catgut/cordadeiçarvela/estendal/mecha/pularcorda/tripa/varal/laço/linha
cordados	tunicados/urochordata/vertebrado
cordialidade	irmandade/fraternidade
coreografia	balé
corindon	alumina/rubi/safira
corisco	trovoadas/trovão/relâmpago/raio
corneta	serpentão/serpe
corno	galhada/chifre
coro	coros
coronel	tenente-coronel
corpo	divisão/enchido/partículas/defunto/anatomia/cadáver/tropa/partícula/carne/companhia/massa/anteguarda/artilharia/brigada/cromossoma/cromossomas/cromossomo/destacamento/infantaria/múmia/múmias/pelotão/regimento/artilharia/carniça/cavalaria/secção/vanguarda/batalhão/cadáver/pessoa/companhia
corporação	conglomerado/império
corpulência	esteatopigia/obesidade/sobrepeso/obesidade
corpúsculo	leucocito/leucócito/leucócitos/eritrócito/hemácia
corredor	saguão/túnel/salão/arcada/fliperama/galgo/lebréu/passadiço/velocista/passarela/galeria/passagem
corrente	rio/caminho/remoinho/riacho/voragem/funil/furacão/regato/ribeira/sorvedouro/tufão/afluente/córrego/ribeiro/turbilhão/vórtice/espiral/redemoinho
correnteza	remoinho/voragem/funil/furacão/sorvedouro/tufão/turbilhão/vórtice/espiral/redemoinho
correspondência	cartão/conformidade
corretor	api/leiloeiro/pregoeiro/segurador/síndico
correção	compensação/remediação/emenda/exactidão/exatidão/fidelidade/reparação/precisão/retribuição
corrida	campanha/automobilismo/estafeta/freestyle/turfe/carreira
corrosão	ferrugem/oxidação
corrupção	venalidade
corte	bifsteque/filé/pernil/bife/inquisição/incisão/tribunal/lombo
cortesia	galanteria/civilidade/deferência/polidez/urbanidade/sentido/respeito
cortesã	odalisca/prostituta/puta/acompanhante/rapariga
corticosteroide	cortisol/cortisona/dexametasona/espironolactona/glicocorticóide/hidrocortisona/mineralocorticoide/mineralocorticóide
corticosteróide	cortisol/cortisona/dexametasona/espironolactona/glicocorticóide/hidrocortisona/mineralocorticoide/mineralocorticóide
cortina	reposteiro/antolhos/persiana
coruchéu	pináculo
coruja	bubo/coruja-das-torres/coruja-do-mato
corujas	bubo/coruja-das-torres/coruja-do-mato
corujão	bubo/coruja-das-torres/coruja-do-mato
corvo	corvo-americano
corça	corço
coríndon	alumina/rubi/safira
cosmo	natureza
cosmético	maquiagem/maquilagem/batom/blush/delineador/rímel/esmalte/sombra
costa	beira-mar/declividade/ribeira/barranco/descida/declínio/litoral/margem/aclive/vertente/escarpa/declive/rampa/subida/encosta/ladeira/litoral
costas	empenagem/popa/cauda/rabo/traseiro
costume	rito/cooperação/costumes/ritual/tradição/hábito/canibalismo/hadith/maltrato/modernismo/naturismo/nudismo/simbolismo/travestismo/antropofagia/simbolismo/escravidão/formalismo/ritual/emprego/hábito
costumes	tradição/costume/hábito/hadith
costura	pontada/patchwork
cotonete	pincel
couro	charāo/esmagamento/camurça/jacaré
couros	charāo/esmagamento/camurça/jacaré
couve	couve-de-folhas/repolho
couve-de-folhas	couve-galega
cova	toca
covarde	baitola/boiola/medroso/medricas
cowboy	gaúcho
coxa	regaço/colo/joelho
coxo	corcunda
cozido	bigos/caldeirada/fricassé/goulache/goulash/pot-au-feu/ragu/ratatouille/guisado
cozinha	fritura/gastronomia/grelhado/quitinete/gastronomia/culinária
cozinheira	chef/cozinheiro
cozinheiro	chef
coágulo	êmbolo/trombo
crachá	insígnia/identificação
craniologia	frenologia
cravo	craveiro/espineta/virginal/virginal
creador	arquitecto/arquiteto/produtores/agricultor/costureiro/desenhador/designer/fazendeiro/artista/produtor/coreógrafo/desenvolvedor/fantasista/inventor/descobridor/fazedor/artesão/artífice/construtor
credibilidade	autenticidade/legitimidade/validade/rigor
credo	ecumenicidade/ecumenismo/dogma
creme	fotoprotetor/lanolina/nata
crente	monoteísta/panteísta/teísta/peregrino/apóstolo
crença	doutrina/expetativa/convicção/premonição/religião/filosofia/intuição/expectativa/certeza/fé/crendice/espirito/individualismo/pacifismo/perspicácia/superstição/espiritismo/filosofia/individualismo/confiança/pensamento/teoria/efeito/fé/opinião/presença/ideia
crepúsculo	noite
crescimento	acréscimo/acumulação/pulo/cultura/salto/angiogenese/angiogénese/angiogênese/brotação/gametogénese/gametogênese/morfogénese/morfogênese/neurogénese/palingenesia/teratogénese/virilização/germinação/proliferação/multiplicação/floração/concentração/aumento
crestomatia	coroadeflores/antologia/florilégio/compilação
criada	camareiro/empregada/donzela
criado	manequim/secretário/secretária/modelo/coadjutor/comparsa/doula/facilitador/ajudante/cúmplice/subordinado/assistente/peão/suplente/empregado/substituto/auxiliar/ponto
criador	arquitecto/arquiteto/produtores/agricultor/costureiro/desenhador/designer/fazendeiro/artista/produtor/coreógrafo/desenvolvedor/fantasista/inventor/descobridor/fazedor/artesão/artífice/construtor
criancinha	afilhada/afilhado
criança	bebé/criancinha/nenê/recém-nascido/bebê/diabrete/enteado/gaiato/moleque/pivete/filha/prodígio/órfão/rapaz/menino
criatividade	inovação/concepção/invenção/fecundidade/imaginação/talento
criativo	arquitecto/arquiteto/produtores/agricultor/costureiro/desenhador/designer/fazendeiro/artista/produtor/coreógrafo/desenvolvedor/fantasista/inventor/descobridor/fazedor/artesão/artífice/construtor
criatura	cria/embriões/predadores/embrião/prole/filhote/presa/detritívoro/insetívoro/invertebrados/omnívoro/pedigree/poiquilotérmico/zooplâncton/cordados/fêmea/herbívoro/insectívoros/invertebrado/mutantes/adulto/sobrevivente/caça/larva/parceiro/corredor/gigante/macho
criação	natureza/inovação/invenção/arte/afiguração/pornografia/pornô/remake/belas-artes/bens/bordado/fecundação/fertilização/peça/arte/representação/composição/clássico/imagem/produto/figura/ilustração/produção/artigo/desenho
crime	infracção/infração/furto/roubo/atentado/cometimento/captura/extorsão/suborno/rapto/falsificação/sequestro/traição/roubo/assalto/ataque
criminologia	penologia
criminoso	chantagista/contraventor/facinora/gangster/homicida/ladra/mafioso/raptor/sequestrador/seqüestrador/conspirador/contrabandista/estuprador/facínora/gatuno/gângster/malfeitor/traficante/traidor/violador/assassina/cúmplice/incendiário/ladrão/assassino/bandido/marginal
criobiologia	criónica/criônica
criptografia	decifração/descodificação/encriptação/codificação
crise	depressão/recessão/urgência/emergência/dunquerque/exigência
crisma	checksum
cristal	gelo/gema/pedra/gémeos
cristalização	eflorescência
cristianismo	adventismo/adventistas/catarismo/catolicismo/protestantismo/catolicismo
cristã	apóstolos/goy/melquita/melquitas/protestante/quacre/quaqueiro/quáquer/tractariano/apóstolo/católico/copta/nazareno/pagão/cristão
cristão	apóstolos/goy/melquita/melquitas/protestante/quacre/quaqueiro/quáquer/tractariano/apóstolo/católico/copta/nazareno/pagão
cristãos	apóstolos/goy/melquita/melquitas/protestante/quacre/quaqueiro/quáquer/tractariano/apóstolo/católico/copta/nazareno/pagão/cristão
