abaixar	subordinar/subjugar/submeter/dominar
deslocar	arredar/contorcer/enroscar/espernear/torcer-se/alçar/botar/manar/virar-se/arremessar/dançar/estalar/fluir/largar/flexionar/entornar/pulsar/tornar-se/tropeçar/verter/alongar/balançar/derramar/elevar/impulsionar/expulsar/puxar/embalar/erguer/esticar/mexer/transportar/dobrar/empurrar/forçar/girar/pular/pôr/sacudir/saltar/soltar/tremer/sair/transmitir/correr/levantar/levar/partir/agitar/colocar/deixar/virar/carregar/tirar/separar/bater/afugentar/afunilar/arriar/bolear/desferir/deslocar-se/desvanecer/engatar/escorrer/exteriorizar/jogar-se/lateralizar/movimentar/mutuar/pinotear/ribombar/surpreender-se/trasladar/unir-se/vassourar/abalar/abalroar/arrebanhar/bailar/brandir/chafurdar/desenraizar/expedir/folgar/oscilar/propulsar/propulsionar/rechaçar/reciprocar/reposicionar/revolver/trovoar/arrancar/dançar/dirigir-se/extirpar/fluir/gravitar/ondular/revirar/riscar/transladar/acenar/afastar/desenrolar/erradicar/flutuar/mobilizar/recuar/submergir/vibrar/arrastar/clicar/engajar/entornar/pressionar/pulsar/transferir/tropeçar/varrer/verter/canalizar/derramar/deslizar/despachar/encostar/impulsionar/rodar/situar/tornar/voar/assumir/montar/rebaixar/rolar/afundar/embarcar/escalar/acordar/baixar/embalar/mexer/transportar/circular/empurrar/perturbar/atravessar/forçar/girar/guiar/pular/sacudir/saltar/tremer/desaparecer/enrolar/transmitir/enviar/trazer/correr/levantar/levar/partir/sacar/agitar/virar/conduzir/lançar/mudar/começar/dividir/tocar/tirar/separar/subir/bater
desmanchar	destruir
desmentir	pretextar/aparentar/distorcer/simular/fingir/sentimentalizar
desmerecer	derrogar/descreditar/desabonar/desprestigiar/denegrir/desonrar/depreciar/desacreditar/danificar/minimizar/destruir
desmoralizar	desestimular/deprimir
desmoronar	arrombar/estourar/arrebentar/deteriorar/explodir/destruir/quebrar/fragmentar/implodir/dissolver/esmagar/corroer/puncturar/afundar/morrer/furar/desaparecer
desnortear	escapar
desnudar	desfolhar
desobedecer	sabotar/solapar/enfraquecer/resistir/ocupar
desordenar	misturar/abagunçar/disarranjar/desorganizar/bagunçar
despachar	aviar/justiçar/reenviar/repassar/expedir/postar/remeter/executar/enviar
despachar-se	correr/borboletear/esvoaçar
despedir	aposentar
despelar	esfolar
despender	delapidar/dilapidar/esbanjar/desperdiçar/amealhar/malbaratar/abusar/desvirtuar/economizar/esbanjar/torrar/desperdiçar/gastar/dispor/poupar/consumir/investir/poder/ocupar/levar
desperdiçar	indulgir/dissipar/esbanjar/torrar
despertar	trazer
desplumar	descamar/descamar-se
despregar	reimplantar
despressurizar	puncturar/furar
desprezar	desdenhar/esnobar/menosprezar/repelir/rejeitar
despromover	reduzir
desqualificar	recusar-se
desrespeitar	subvalorizar/infringir/pecar/transgredir/ofender/violar/quebrar
destacar	desenganchar/desatar/partir/quebrar
destacar-se	irromper
destilar	depurar/purgar/purificar/refinar
destinar	arquitetar/agendar/direcionar/planejar
destituir	aposentar/despedir
destroçar	assolar/depredar/vandalizar/devastar/subverter/arruinar/violar/explodir/devorar/queimar/destruir/quebrar/pegar
destruir	demolir/arrasar/pulverizar/eliminar/extinguir/assolar/autodestruir/depredar/desestruturar/vandalizar/desfilar/desmanchar/desmantelar/devastar/dilapidar/exterminar/findar/interditar/desfazer/desmontar/extirpar/subverter/desfiar/erradicar/arruinar/fraturar/violar/eliminar/explodir/apagar/devorar/queimar/terminar/quebrar/pegar
desvalorizar	derrogar/descreditar/desumanizar/abaixar/desabonar/desprestigiar/denegrir/desonrar/depreciar/desacreditar/aviltar/danificar/minimizar/rebaixar/baixar/destruir/reduzir
desvanecer	tanger/atemorizar/espantar/banir/intimidar
desviar	digressar/desmentir/perturbar
desvincular	desenganchar/desatar/partir/quebrar
desvirtuar	abastardar/sensualizar/fraturar/envenenar
desvitalizar	eviscerar
detectar	instanciar/sentir/descobrir
deter	emprisonar/encarcerar/engaiolar/incarcerar/aprisionar/prender/agrilhoar/emprisionar/acorrentar/algemar/refrear/internar/aprisionar/confinar/amarrar/atar/limitar/controlar/prender/segurar
deteriorar	esmerilar/desgastar/enlanguescer/fatigar/apodrecer/desfigurar/macular/manchar
determinar	definir/enumerar/situar/localizar/decidir/contar/achar/aprazar/aquilatar/cadenciar/filiar/redeterminar/reformatar/ritmar/valorar/cotar/cronometrar/formatar/indexar/predeterminar/predispor/quantificar/refratar/sequenciar/inicializar/valorizar/datar/reajustar/cobrar/precisar/dispor/especificar/identificar/reformar/retificar/inclinar/nomear/avaliar/reconhecer/iniciar/controlar
detestar	desprezar/desdenhar/menosprezar/abominar/execrar/odiar
detonar	explodir
deusificar	divinizar/glorificar
dever	hipotecar
devolver	revisitar/retraçar/regressar/ressuscitar/retornar
devotar	rededicar/consagrar
diagnosticar	explorar
dialogar	argüir/boquejar/monologar/papear/pontificar/prosear/dogmatizar/entrevistar/orar/debater/flertar/fofocar/paquerar/professar/discursar/discutir/arguir/confabular/conversar/questionar/prosseguir/continuar
difamar	malignar/assassinar
diferenciar	discriminar/aferir/contradistinguir/desassociar/caracterizar/caraterizar/contrastar/demarcar/individualizar/discriminar/dissociar/distinguir/rotular/estratificar/saber/separar
diferir	contrapor/contrapor-se/desdizer/contrastar/dissentir/contradizer/discordar/desviar/variar
difundir	publlicar/popularizar/semear/vulgarizar/plantar
digerir	pré-digerir
digitar	datilografar
digladiar	lutar
dilapidar	indulgir/dissipar/esbanjar/desperdiçar
dilatar-se	inflar/inchar/encher/desenvolver
diluir	adulterar/batizar/aguar/alterar
diminuir	encurtar/encolher/resumir/condensar/abreviar/reduzir/amainar/circunscrever/definhar/deprivar/desescalonar/despovoar/desprover/embotar/miniaturizar/redimensionar/transcorrer/abaixar/contrair-se/desmerecer/mitigar/murchar/subtrair/tombar/abater/amenizar/decrescer/encurtar/deprimir/desacelerar/encolher/enrugar/confinar/declinar/minimizar/contrair/desvalorizar/descer/ferver/minguar/suprimir/enfraquecer/limitar/baixar/restringir/desaparecer/reduzir/cair
direcionar	direccionar/re-endereçar/redirecionar/dirigir-se/mirar/apontar/dirigir/manter
dirigir	encabeçar/estacionar/liderar/comandar/acuar/encaminhar/encurralar/transviar/pilotar/dirigir-se/gerir/navegar/operar/emboscar/canalizar/auxiliar/sinalizar/submeter/ajudar/guiar/conduzir/dar/fazer
dirigir-se	cumprimentar/endereçar/questionar/perguntar
disarranjar	randomizar
discernir	discriminar/testar
disciplinar	mortificar
disconcertar	distrair/irritar/confundir/incomodar
discordar	desdizer/dissentir/contradizer
discriminar	desavantajar/desfavorecer/ilhar/prejudicar/isolar
discursar	arengar/memorializar
discutir	altercar/indispor-se/opor-se/querelar/deliberar/porfiar/debater/opor/disputar/considerar/agenciar/assessorar/conferenciar/encetar/maldizer/praguejar/abordar/aconselhar/blasfemar/opinar/alinhavar/brigar/liderar/confabular/consultar/negociar/avisar/conferir/moderar/iniciar
disfarçar	camuflar/dissimular/mascarar/esconder
disparar	metralhar/atirar
dispensar	poupar/desregulamentar/desregular/injectar/digitalizar/isentar/escusar/injetar/desistir/parar/dar
dispersar	desbandar/aerolizar/saraivar/debandar
dispor	agavelar/coordenar/empilhar/acumular/organizar/drapejar/encadenar/escalonar/rearranjar/serializar/seriar/predispor/ratear/regularizar/reordenar/drapear/encadear/enfileirar/alisar/emparelhar/acertar/estratificar/liquidar/distribuir/adornar/compensar/decorar/arrumar/ordenar/pagar/colocar
disputar	pugnar/defrontar/confrontar/encarar/lutar/aguerrir/boxar/boxear/combater/duelar/esgrimir/guerrear/digladiar/porfiar/assaltar/batalhar/brigar/defender/lutar/atacar/resistir/conduzir
dispõe	constar/gabar-se/estrelar/protagonizar/involver/possuir/exalar/portar/implicar/ler/ter/usar/dizer/carregar
dissecar	anatomizar
dissectar	decompor/analisar
disseminar	desaguar/despregar/metastizar/publlicar/redistribuir/popularizar/generalizar/semear/vulgarizar/derramar/distribuir/plantar/espalhar
dissipar	desbandar/debandar
dissolver	derreter/fundir
dissuadir	dejectar/dejetar/desentusiasmar/consternar/desmoralizar/esmorecer/deprimir/persuadir/desanimar/desencorajar/intimidar
distinguir	discriminar/aferir/contradistinguir/desassociar/caracterizar/caraterizar/contrastar/demarcar/individualizar/discriminar/dissociar/rotular/estratificar/diferenciar/saber/separar
distribuir	desaguar/despregar/metastizar/redistribuir/reemitir/reimplantar/relançar/desbloquear/generalizar/derramar/anunciar/espalhar/liberar/lançar/dividir
disturbar	transtornar/preocupar/perturbar/afligir/angustiar/chocar/excitar/agitar
ditar	impingir/prescrever/receitar/tiranizar/comandar/ordenar
divergir	desdizer/bifurcar/dissentir/contradizer/discordar
diversificar	variar
divertir	hospedar/receber/entreter
dividir	romper/arrombar/decepar/estourar/arrebentar/picar/explodir/quebrar/cortar/acantonar/apartar/apartar-se/balcanizar/brocar/compartimentar/comunalizar/cubificar/desanexar/desarticular/descolar/desgrudar/desmembrar/desunir/dissecar/esfarrapar/exorcizar/fatiar/foiçar/fragmentar/limar/machadar/meiar/parcelar/particionar/picotar/secionar/sectionalizar/segmentar/separar-se/serrar/tosquiar/trinchar/zonar/zonear/ceifar/cindir/desbravar/dissipar/esquartejar/formatar/lascar/lotear/manicurar/ripar/subdividir/talhar/abater/agregar/decepar/desalojar/desconectar/dispersar/esculpir/esmagar/inicializar/partilhar/podar/polarizar/rasgar/roçar/sulcar/alisar/desfiar/despejar/puncturar/rachar/recortar/perfurar/cavar/isolar/furar/combinar/derrubar/espalhar/remover/terminar/reduzir/quebrar/separar/cortar
divisar	detectar/observar/descobrir/achar/ver
divulgar	confidenciar/advogar/propagandear/tagarelar/promover/trair/lutar/revelar/mostrar/falar/agitar
dizer	cochichar/remarcar/balbuciar/enunciar/reparar/retrucar/rosnar/sussurrar/notar/resmungar/articular/comentar/mencionar/murmurar/replicar/vocalizar/berrar/cantar/responder/gritar/abrir-se/autenticar/cecear/ciciar/formularizar/labelizar/lamuriar/lexicalizar/notarizar/palatalizar/prefaciar/presentar/silabificar/subvocalizar/sumariar/trilar/acentuar/balbuciar/dogmatizar/gaguejar/ladrar/nasalizar/sibilar/sumarizar/acrescer/bradar/enquadrar/exclamar/generalizar/proclamar/pronunciar/vociferar/choramingar/discutir/ralar/resumir/clicar/modular/murmurar/preceder/tagarelar/verbalizar/condenar/conversar/vocalizar/berrar/formular/perguntar/acrescentar/cantar/reclamar/esticar/introduzir/adicionar/explicar/refletir/revelar/anunciar/apresentar/enrolar/declarar/falar/representar/colocar/começar/dar
dobrar	acovardar/acovardar-se/debruçar/agachar/curvar/inclinar/arquear/corrugar/encurvar/recurvar/plissar/preguear/enrugar/cruzar/curvar/amassar
doer	lesionar/ferrar/lesar/ferir/asfixiar/picar/sufocar/machucar/queimar/ferroar/agoniar/esfomear/excruciar/padecer/torturar/atormentar/arder/picar/furar/machucar/pagar/ter/incomodar
domiciliar	rusticar
dominar	preponderar/prevalecer/possuir/submeter
dopar	envenenar/anestesiar/narcotizar/drogar
dormir	dormitar/cochilar/capotar/sonecar/estivar/hibernar/dormitar/cochilar
dormitar	cochilar/estivar/hibernar/pestanejar/cochilar
dramatizar	glorificar
drogar	injetar/envenenar/anestesiar/narcotizar/aspirar/dopar/cheirar
dulcificar	açucarar/melar/cobrir
duplicar	redobrar
durar	estar/resistir/usar
ecoar	consoar/matraquear/papagaiar/papaguear/reproduzir/recitar/repetir
economizar	entesourar
edificar	erigir/construir/reerguer/personalizar/reconstruir/canalizar
editar	reeditar/interpolar/corrigir
educar	coeducar/desfraldar/retreinar/sofisticar/socializar/instruir/preparar/treinar
efectuar	culminar/obter/chegar/atingir/começar
efetuar	consumar/oficiar/desempenhar/cumprir/precipitar/culminar/induzir/executar/obter/realizar/chegar/servir/atingir/começar/fazer
ejetar	sangrar/ejacular/exorcizar/expectorar/ovular/peidar/supurar/vomitar/abortar/desalojar/despejar/expelir/cuspir/remover
elaborar	exemplificar/ilustrar/detalhar/particularizar/pormenorizar/especificar/explicar
eleger	reeleger
elevar	bombear/enebriar/hastear/içar/alçar/dignificar/levitar/exultar/exaltar/inchar/erguer/excitar/levantar/aumentar
elicitar	magoar/ofender/provocar/infatuar/encolerizar/irar/zangar/apaixonar/comover/envergonhar/inflamar/interessar/alfinetar/desconcertar/enraivecer/reacender/emocionar/acender/estimular/atrair/perturbar/animar/confundir/excitar/superar/pedir/levantar/tocar
elidir	comer
eliminar	excetuar/omitir/preterir/excluir/retirar/cortar/racionar/aniquilar/afogar/racionalizar/cancelar/extinguir/apagar/remover/cortar
elocubrar	exemplificar/ilustrar/detalhar/particularizar/pormenorizar/especificar/explicar
elogiar	preconizar/publicitar/recomendar/divulgar/promover/anunciar/comendar/eulogizar/parabenizar/adular/congratular/aclamar/aplaudir/louvar/exaltar/glorificar/bajular/saudar/aprovar
emancipar	descolonizar/alforriar
emaranhar	enredar/laçar
emascular	capar
embalar	amortalhar/engolfar/encapsular/embrulhar/envolver/encobrir
embalsamar	mumificar
embaralhar	reembaralhar/cortar
embaraçar	disconcertar/confundir
embarcar	aviar/embarcar-se/reenviar/repassar/despachar/enviar/pegar
embarcar-se	embarcar
embelezar	lustrar/polir/ajardinar/bordar/cuidar-se/encrustar/entubar/esmaltar/festonar/incrustar/lantejoular/miçangar/recamar/emplumar/foliar/maquiar/redecorar/enfeitar/ornamentar/iluminar/ilustrar/espetar/glorificar/colorir/pendurar/trançar/adornar/decorar
embevecer	encarecer/encantar
embonecar	lustrar/polir/cuidar-se/maquiar
embriagar	entontecer
embrulhar	amortalhar/engolfar/encapsular/envolver/embalar/encobrir
embruxar	enfeitiçar/encantar
embutir	envazar/aninhar/envasar/nidificar/ninhar
emendar	cerzir/rechear/remendar/consertar/renovar
emergir	vazar/irromper/surgir/escapar
emigrar	expatriar/imigrar
emitir	carpir/lamentar-se/latir/urrar/bramir/gemir/ladrar/rugir/gemer/luzir/uivar/berrar/refletir/gritar/arfar/arrulhar/balir/chilrear/corvejar/cricrilar/gorgolejar/grunhir/miar/relinchar/rouquejar/cacarejar/chiar/coaxar/crocitar/desprender/faiscar/fumegar/gargarejar/gorjear/grasnir/mugir/ofegar/pipilar/rosnar/trompetear/volear/zurrar/assobiar/bufar/ecoar/estalar/gemer/piar/pigarrear/suspirar/trinar/uivar/vociferar/expelir/radiar/cuspir/grasnar/chamar/irradiar/cantar/repetir/cintilar/disparar/gritar
emocionar	transtornar/atemorizar/amedrontar/assustar/aterrorizar/preocupar/intimidar/perturbar/punhetar/eletrizar/masturbar/repugnar/afligir/enojar/horripilar/inspirar/intoxicar/titilar/angustiar/chupar/revoltar/vibrar/chocar/exaltar/repelir/elevar/convidar/tentar/animar/excitar/alimentar/provocar/agitar
empacotar	conteinerizar/engolfar/estivar/encapsular/ensacar/envolver/encobrir/carregar
empavonar	exibir
empenhar	ralar/lutar
empetecar	lustrar/polir/ajardinar/bordar/cuidar-se/encrustar/entubar/esmaltar/festonar/incrustar/lantejoular/miçangar/recamar/emplumar/foliar/maquiar/redecorar/enfeitar/iluminar/ilustrar/espetar/colorir/pendurar/trançar/adornar/decorar
empilhar	enfardar/angariar/colecionar/incorrer/recolher/coletar/guardar/reunir
empobrecer	falir/arruinar/reduzir/quebrar
empolgar	encorajar-se/encorajar
empossar	investir
empreender	inovar/activar/constituir/fundar/desencadear/confabular/arranjar/estabelecer/organizar/realizar
empregar	devotar/reaproveitar/reprocessar/compartir/reciclar/reusar/reutilizar/dedicar/partilhar/recrutar/aproveitar/compartilhar/consagrar/comprometer/explorar/usar/dividir/por/subcontratar/canibalizar/desfrutar/extenuar/implementar/preencher/recorrer/aproveitar/exercer/gozar/contratar/desperdiçar/endereçar/sobrecarregar/exceder/utilizar/aplicar/perder/usar/colocar
emprenhar	inocular
emprestar	instilar/alugar
empunhar	bombear
empurrar	derrubar/cotovelar/protrudir/apunhalar/cutucar/enfiar/esfaquear/propulsionar/acotovelar/socar/repelir/impulsionar/forçar/guiar/sacudir/dirigir/conduzir/bater
enaltecer	preconizar/publicitar/recomendar/divulgar/promover/anunciar/comendar/eulogizar/parabenizar/adular/congratular/aclamar/aplaudir/louvar/exaltar/glorificar/bajular/saudar/aprovar
encabeçar	coroar/capitanear
encadear	concatenar
encadenar	concatenar
encadernar	reencadernar
encaixar	envazar/aninhar/envasar/nidificar/ninhar
encaixotar	conteinerizar/estivar/ensacar/empacotar/carregar
encandear	refulgir/cegar
encantar	encarecer/embruxar/enfeitiçar/manipular/manter
encarar	enfrentar/opor/confrontar
encarnar	ilustrar/personificar/representar
encenar	ocorrer/situar/localizar
encerrar	finalizar/acabar/terminar/arrematar/clausurar/esvair/abortar/cumprir/efetuar/culminar/extinguir/matar/suspender/finalizar/resolver/interromper/decidir/executar/concluir/desaparecer/realizar/acabar/terminar/aceitar/parar/atingir
encetar	endereçar/lidar/tratar/falar/cobrir
encharcar	tramar/fermentar
encher	alagar/estofar/encharcar/estufar/inundar/desbordar/disorganizar/electrizar/marejar/reencher/abarrotar/electrificar/eletrizar/impregnar/inteirar/lacrimejar/transbordar/amontoar/eletrificar/lubrificar/entupir/estufar/forrar/lotar/povoar/completar/popular/sobrecarregar/concluir/carregar
encobrir	disfarçar/mascarar/esconder/camuflar/dissimular/engolfar/disfarçar/espreitar/mascarar/sepultar/soterrar/encapsular/tapar/acobertar/enterrar/envolver/ocultar/esconder/cobrir
encolerizar	injuriar/ofender/insultar/irritar/abespinhar/agravar/combustir/exacerbar/exasperar/irar/enraivecer/importunar/enfurecer/irritar/incomodar
encolher	franzir/sincopar/atalhar/cercear/truncar/flexionar/recortar/abreviar
encomendar	encarregar/desejar
encontrar	descobrir/achar/apinhar/flagrar/intersectar/reunir-se/acessar/cruzar-se/aglomerar/celebrar/convergir/visitar/localizar/sentir/descobrir/unir/reunir/achar/pegar
encorajar	conclamar/exortar/inspirar/incentivar/alimentar/empolgar/encorajar-se/extroverter/alentar/contribuir/instigar/incentivar/promover/estimular/ajudar/alimentar/levar/provocar
encostar	rodear/contornar/atritar/aderir/bordejar/abraçar/arranhar/colar/cobrir/tocar
encurtar	expurgar/sincopar/atalhar/cercear/truncar/recortar/condensar/abreviar
endereçar	discorrer/re-endereçar/redirecionar/teologizar/discursar/discutir/falar
endireitar	empinar/desdobrar/canalizar/estender
endorsar	garantir/defender
endossar	coassinar/visar
endurecer	engomar/rigidificar/encrostar/calcificar/enrijecer/curar/temperar
energizar	reanimar/reavivar/renascer/envigorar/vivificar/reviver/animar
enervar	brochar/desanimar
enfaixar	ligar
enfatizar	incidir/re-enfatizar/topicalizar/grifar/sublinhar/clarificar/focar
enfeitar	ajardinar/bordar/encrustar/entubar/esmaltar/festonar/incrustar/lantejoular/miçangar/recamar/emplumar/foliar/redecorar/iluminar/ilustrar/espetar/colorir/pendurar/trançar/adornar/decorar
enfeitiçar	embruxar/encantar
enfocar	refocar
enfraquecer	diluir/desenergizar/desvaneça-se/desvitalizar/emaciar/inutilizar/rarefazer/abalar/descarrilhar/emascular/enlanguescer/petrificar/sossegar/castrar/comedir/ensurdecer/desacelerar/amortecer/debilitar/medir/suavizar/desanimar/neutralizar/anular/minguar/moderar/temperar/acabar/destruir/diminuir
