abalroar	assentar
mover	arredar/contorcer/enroscar/espernear/torcer-se/alçar/botar/manar/virar-se/arremessar/dançar/estalar/fluir/largar/flexionar/entornar/pulsar/tornar-se/tropeçar/verter/alongar/balançar/derramar/elevar/impulsionar/expulsar/puxar/embalar/erguer/esticar/mexer/transportar/dobrar/empurrar/forçar/girar/pular/pôr/sacudir/saltar/soltar/tremer/sair/transmitir/correr/levantar/levar/partir/agitar/colocar/deixar/virar/carregar/tirar/separar/bater/afugentar/afunilar/arriar/bolear/desferir/deslocar-se/desvanecer/engatar/escorrer/exteriorizar/jogar-se/lateralizar/movimentar/mutuar/pinotear/ribombar/surpreender-se/trasladar/unir-se/vassourar/abalar/abalroar/arrebanhar/bailar/brandir/chafurdar/desenraizar/expedir/folgar/oscilar/propulsar/propulsionar/rechaçar/reciprocar/reposicionar/revolver/trovoar/arrancar/dançar/dirigir-se/extirpar/fluir/gravitar/ondular/revirar/riscar/transladar/acenar/afastar/desenrolar/erradicar/flutuar/mobilizar/recuar/submergir/vibrar/arrastar/clicar/deslocar/engajar/entornar/pressionar/pulsar/transferir/tropeçar/varrer/verter/canalizar/derramar/deslizar/despachar/encostar/impulsionar/rodar/situar/tornar/voar/assumir/montar/rebaixar/rolar/afundar/embarcar/escalar/acordar/baixar/embalar/mexer/transportar/circular/empurrar/perturbar/atravessar/forçar/girar/guiar/pular/sacudir/saltar/tremer/desaparecer/enrolar/transmitir/enviar/trazer/correr/levantar/levar/partir/sacar/agitar/virar/conduzir/lançar/mudar/começar/dividir/tocar/tirar/separar/subir/bater
mudar	alargar/amarfanhar/amarrotar/ativar/confromar-se/descontrair/esboroar/esfarelar/fraccionar/fracionar/perecer/prosperar/repartir/ruir/transformar-se/transmutar/adaptar-se/adequar-se/agasalhar/aparelhar/comercializar/despedaçar/desvirar/engravidar/falecer/fender/fracassar/impactar/levantar-se/modernizar/aperfeiçoar/colapsar/desabar/despertar/endireitar/expirar/inverter/conceber/relaxar/acertar/completar/converter/decair/tornar-se/afetar/fundir/modelar/ferver/investir/piorar/causar/formar/manchar/acordar/desmoronar/morrer/substituir/vestir/ajustar/congelar/corrigir/transformar/combinar/acontecer/melhorar/encher/estender/misturar/trocar/reduzir/virar/dividir/quebrar/diminuir/separar/abrandar/acalmar-se/acalorar/acostumar-se/acromatizar/adequar/adiantar/agudizar/amalgamar/amaneirar/animizar/aprontar/arrefecer/arrendondar/arterializar/assear/aurear/aurificar/automatar/avelhentar/averbar/avianizar/avolumar/basificar/bestializar/calar/carburar/catalisar/centralizar/cevar/circularizar/colorizar/convencionalizar/demonizar/demulsificar/deodorizar/depravar/desabilitar/desactivar/desafinar/desamolar/desantificar/desarmonizar/descamar/descamar-se/descentralizar/desconcentrar/desemulsionar/desenfatizar/desensitivizar/desenvolver-se/desinflar/desmitificar/desnitrificar/desordenar/desoxidar/despersonalizar/despolarizar/dessalgar/dessalinizar/dessensibilizar/diabolizar/distilar/ebulir/efeminar/endemoninhar/enfeiar/engrossar/erotizar/esfacelar/esfriar-se/estabilizar-se/estatizar/esterificar/eterealizar/evaziar/externar/femininizar/feminizar/fortalecer/gaseificar/gelatinar/glamorizar/habilitar/habituar/habituar-se/hidrogenar/humanizar/iluminar-se/imaterializar/inabilitar/incandescer/indispor/inrijecer/inseminar/intransitivizar/madurar/magnetizar/mutar/nascer/nazificar/objectificar/obnubilar/ocidentalizar/oportunizar/orientalizar/ornar/paganizar/pasteurizar/perverter/politizar/radicalizar/rarificar/recair/regredir/restorar/salinar/sanear/satanizar/sexualizar/simetrizar/simplificar/tenderizar/tontear/transitivizar/transubstanciar/uniformizar/verbificar/vestir-se/vidrar/volatizar/acetilar/acidificar/acostumar/activar/adaptar/afectar/afrancesar/afrouxar/agravar/alcalinizar/alegorizar/alhear/americanizar/ampliar/apaixonar-se/aprumar/arrumar-se/atear/automatizar/avariar/azedar/barbarizar/bolhar/carbonizar/civilizar/combustir/complexificar/complicar/comunizar/conflagrar/corromper/decimalizar/democratizar/desamarrar/desativar/descalcificar/desembaralhar/desestabilizar/desmagnetizar/desnaturalizar/desobstruir/desqualificar/digitalizar/dinamizar/dissonar/embaçar/empetecar/emprestar/emulsionar/energizar/engordar/equiparar/espessar/estabilizar/estranhar/eterizar/eternizar/europeizar/exacerbar/experienciar/externalizar/fecundar/fertilizar/gelificar/homogeneizar/imortalizar/inativar/incapacitar/incinerar/internacionalizar/islamizar/isomerizar/liberalizar/liquefazer/liquidificar/masculinizar/militarizar/mitologizar/nacionalizar/normalizar/objetivar/obscurecer/oficializar/ofuscar/opalescer/opalizar/oscilar/ossificar/oxidar/personalizar/plastificar/polimerizar/preguear/privatizar/prostrar/queratinizar/redigir/reorientar/sanitizar/saponificar/saturar/secularizar/sensibilizar/sensitivizar/solidificar/suburbanizar/sutilizar/transfigurar/transmudar/ulcerar/vascularizar/viciar/vitalizar/vitrificar/vivificar/vulcanizar/alcoolizar/alumiar/amaciar/amadurecer/amansar/amenizar/arredondar/brutalizar/capacitar/cegar/chorar/coagular/comedir/concentrar/concretizar/conformar/constitucionalizar/cozinhar/descolorir/desintegrar/despertar/desvirtuar/digerir/dissolver/diversificar/domar/domesticar/dopar/emagrecer/emancipar/encerrar/enfeitar/envelhecer/escurecer/esfriar/esquematizar/estreitar/evaporar/gelatinizar/homogenizar/incorrer/industrializar/inverter/ionizar/largar/lubrificar/macular/mecanizar/mitificar/nivelar/ondular/ornamentar/padronizar/polarizar/possibilitar/pressurizar/purgar/ramificar/reassumir/recombinar/reconstruir/refrigerar/resfriar/restabelecer/restaurar/retardar/retomar/revolucionar/romantizar/santificar/secar/sedimentar/sentimentalizar/sintetizar/subverter/tensionar/territorializar/turvar/urbanizar/vaporizar/vulgarizar/amanhecer/amolar/assimilar/bagunçar/calcificar/calibrar/capitalizar/castigar/clarificar/coalhar/consertar/contaminar/contribuir/cristalizar/desacelerar/desligar/destilar/detonar/editar/embelezar/enlamear/enrijecer/especializar/flutuar/fortificar/gelar/iluminar/integrar/invalidar/molhar/oxigenar/progredir/rachar/reagir/receder/refazer/relaxar/ressuscitar/reverter/sequestrar/socializar/solarizar/sujar/visualizar/acertar/aerar/alienar/alterar/amortecer/assentar/aviltar/condensar/converter/danificar/debilitar/decair/embaralhar/esquentar/estratificar/esvaziar/fechar/glorificar/intensificar/mover/naturalizar/orientar/precipitar/putrefazer/recomeçar/refrescar/remodelar/suavizar/sublimar/tornar-se/traduzir/transferir/unificar/validar/acelerar/adotar/afetar/afiar/aquecer/atrasar/balançar/colorir/compatibilizar/consolidar/deformar/desvalorizar/disciplinar/elevar/enxugar/expandir/igualar/neutralizar/purificar/racionalizar/refinar/reviver/sincronizar/tornar/transpirar/utilizar/apertar/apressar/assumir/clarear/endurecer/envenenar/estragar/falhar/ferver/irradiar/isolar/moderar/ocultar/piorar/reformar/reprimir/retificar/acender/adornar/causar/compensar/decorar/enfraquecer/formar/manchar/marcar/produzir/regenerar/suspender/acordar/baixar/desmoronar/finalizar/ganhar/mexer/morrer/preparar/transportar/vestir/adicionar/ajustar/atrair/capturar/congelar/corrigir/experimentar/revelar/sofrer/temperar/transformar/abrir/animar/apagar/concordar/crescer/derrubar/estar/sacudir/acontecer/concluir/confundir/desenvolver/esconder/excitar/obter/adquirir/enrolar/melhorar/sair/acabar/encher/estender/receber/trazer/unir/misturar/queimar/ter/terminar/trocar/levar/partir/ficar/provocar/abandonar/colocar/deixar/limpar/reduzir/virar/carregar/conduzir/começar/dividir/quebrar/tocar/diminuir/separar/subir/passar/pegar/cair/aumentar/fazer
murchar	atrofiar/atrofiar-se/ressecar/mumificar/flexionar
nadar	mergulhar
narrar	relatar
nascer	reencarnar/eclodir
naufragar	submergir
necessitar	exceptuar/carecer/clamar/demandar/precisar/excluir
negar	reter/conter
nomear	autorizar/alcunhar/baptizar/rebaptizar/rebatizar/apelidar/intitular/renomear/batizar/denominar/delegar/referir/substituir/propor/criar
obedecer	acatar/conformar/seguir/escutar
obrigar	coagir/compelir/forçar/enforçar/cacetear/implementar/impor/envergonhar/aterrorizar/impulsionar/aplicar/forçar
observar	fitar/vislumbrar/espiar/encarar/contemplar/olhar/ver/custodiar/embasbacar/embasbacar-se/invigilar/vigiar/flertar/admirar/contemplar/mirar/olhar/considerar/ver
obter	beneficiar-se/re-adquirir/beneficiar/herdar/reconquistar/reganhar/auferir/colecionar/lucrar/recolher/apanhar/comprar/recuperar/coletar/ganhar/capturar/adquirir/encontrar/reunir/atingir/pegar/readquirir/reaver/compartir/fretar/reganhar/topar/apurar/auferir/partilhar/alugar/assinar/conseguir/exprimir/comprar/culminar/entrar/recuperar/extrair/isolar/expressar/ganhar/tomar/adquirir/receber/chegar/encontrar/aceitar/atingir/achar/começar/dividir/passar/fazer
ocasionar	cumprir/efetuar/precipitar/induzir/executar/realizar/servir/atingir
ocorrer	coincidir/materializar/re-ocorrer/reincidir/calhar/recrudescer/intervir/recorrer/resultar/sincronizar/prosseguir/suceder/repetir/brilhar/acontecer/desenvolver/vir/ir/passar/cair
ocultar	disfarçar/mascarar/encobrir/esconder/espreitar/sepultar/soterrar/tapar/acobertar/enterrar/encobrir/esconder/cobrir
ocupar	interessar/fascinar/envolver/esgotar/consumir
ofender	dilacerar/humilhar/descompor/lacerar/mortificar/alfinetar/aviltar/insultar/rebaixar/machucar
oferecer	legar/doar/distribuir/deixar/entregar/passar/dar/gratificar/rifar/dotar/render-se/ceder/submeter/pagar/entregar/dar
olhar	fitar/vislumbrar/espiar/encarar/contemplar/ver/custodiar/embasbacar/embasbacar-se/entrever/invigilar/vigiar/vislumbrar/flertar/admirar/contemplar/mirar/observar/compreender/considerar/ver
omitir	disfarçar/mascarar/encobrir/esconder/espreitar/sepultar/soterrar/tapar/acobertar/enterrar/ocultar/encobrir/esconder/cobrir
operar	funcionar/avionar/revezar/discar/esterilizar/pedalar/pilotar/retransmitir/talhar/desdobrar/sincronizar/voar/funcionar/girar/dirigir/servir/conduzir
opor	vetar/protestar
ordenar	comandar/convocar/exigir/chamar/sistematizar/desenrolar/sincronizar/instruir/arrumar/organizar/dirigir
organizar	arrumar/ordenar/collectivizar/reorganizar/territorializar/racionalizar/sincronizar/arrumar
oscilar	gingar/requebrar/balançar/sacudir
outorgar	conferir/certificar/permitir/combinar/conceder
ouvir	grampear/interceptar/atender/escutar/assistir/entender/pegar
pagar	reintegrar/remunerar/retribuir/debitar/despender/restituir/recompensar/repagar/gastar/compensar/desembolsar/pré-pagar/sobrepagar/corromper/indenizar/subornar/subsidiar/subvencionar/doar/recompensar/contribuir/financiar/preferir/gastar/liquidar/redimir/compensar/enviar
pagodear	paquerar/desacreditar/ridicularizar/sacanear/expor/provocar/satirizar/ridicularizar
palestrar	pregar
papar	glutonizar/ruminar/beliscar/engulir/imergir/mordiscar/sorver/exagerar/regar/engolir/mergulhar/consumir/comer/devorar/atacar/encher
papear	conversar
parar	pausar/interromper/intrometer/aposentar-se/fracturar/intrometer-se/retirar-se/interpor/fraturar/interromper/desistir/abandonar
parecer	troçar/recender/reluzir/caçoar/comover/disturbar/doer/emocionar/cheirar/impressionar/cintilar/perturbar/assomar/devassar/emudecer/odorizar/sobressaltar/alhear/aproximar-se/assemelhar/desesperar/optimizar/varar/apaixonar/assombrar/ecoar/entristecer/esfriar/infectar/romantizar/sentimentalizar/turvar/vulgarizar/aproximar/deprimir/desagradar/gozar/presumir/radiar/reagir/alienar/ressoar/simular/conquistar/copiar/surgir/endurecer/impressionar/irradiar/surpreender/aparecer/fingir/imitar/brincar/desmoronar/gravar/penetrar/brilhar/estar/lembrar/soar/adquirir/atacar/jogar/seguir/incomodar/tocar/fazer
parir	esperar/carregar
partilhar	comunalizar/agregar/combinar
partir	divorciar/demitir-se/descasar/quitar/resignar/renunciar/abandonar/afastar-se/apartar/apartar-se/ausentar-se/compartimentar/decolar/desarticular/descolar/desgrudar/desmembrar/desunificar/desunir/secionar/segmentar/separar-se/cindir/descasar/romper/subdividir/desconectar/dispersar/dissociar/partilhar/polarizar/rasgar/isolar/espalhar/sair/terminar/reduzir/dividir/quebrar/separar/cortar
passar	agradecer/coincidir/esfregar/apreciar/correr/borboletear/comissionar/desobrigar/esvoaçar/favelar/incumbir/invernar/materializar/re-ocorrer/reincidir/veranear/calhar/confidenciar/lembrar-se/peregrinar/recrudescer/transitar/aludir/confiar/intervir/recorrer/transgredir/exalar/infiltrar/livrar/manifestar/alienar/exprimir/negociar/resultar/transferir/demonstrar/ocorrer/sincronizar/sugerir/prosseguir/renunciar/suceder/expressar/repetir/significar/atravessar/brilhar/lembrar/acontecer/desenvolver/desistir/indicar/mostrar/transmitir/vir/enviar/liberar/correr/falar/dizer/ficar/servir/abandonar/deixar/entregar/ir/pegar/cair/dar
passear	mochilar/caminhar/andar
patinar	derrapar
pedalar	monociclar
pedir	esmolar/mendigar/desafiar/tentar/atrair
pegar	abduzir/apreender/raptar/seqüestrar/sequestrar/apanhar/furtar/agarrar/capturar/roubar/prender/segurar/engalfinhar/raptar/seqüestrar/usurpar/laçar/recapturar/sequestrar/agarrar/capturar/permitir/esconder/tomar/admitir/segurar
penalizar	executar/desagravar/desforrar/pixar/revidar/vingar/retaliar/vitimizar/flagelar/vitimar/castigar/disciplinar/corrigir
pendurar	suspender
penetrar	interpenetrar/prospectar/filtrar/varar/imergir/percolar/permear/perfurar/examinar/furar/tomar/atingir/cortar
pensar	centrar/ruminar/concentrar/manufaturar/associar/cogitar/conectar/fabricar/relacionar/inventar/ponderar/especular/focar/contemplar/planejar/refletir/reter/lembrar/afigurar/balizar/devanear/encafifar/envisionar/filosofar/meditar/repensar/reputar/sentir-se/visionar/caracterizar/caraterizar/fantasiar/idealizar/prestar/suspeitar/antever/figurar/imaginar/raciocinar/cogitar/sonhar/visualizar/inferir/ponderar/deduzir/qualificar/racionalizar/contemplar/acreditar/prever/avaliar/decidir/lembrar/concluir/julgar/desejar/chegar/considerar/achar/ver/manter
perambular	serpentear
perceber	enxergar/ouvir/saborear/doer/escutar/cheirar/sentir/saber/olhar/ver/alucinar/avistar/delirar/divisar/captar/apalpar/sonhar/adivinhar/sentir/apreciar/compreender/ver/pegar
perder	caducar/olvidar/esquecer
perdoar	desculpar/escusar/exonerar/eximir/absolver/escusar/liberar
perecer	afogar-se/afogar/tombar/sucumbir/asfixiar/estrangular/sufocar/morrer/cair
perfazer	optimizar/otimizar/aperfeiçoar/polir/melhorar
performar	oficiar
perfurar	morder/picar/furar/atravessar/interpenetrar/prospectar/puncionar/filtrar/varar/imergir/alfinetar/percolar/puncturar/permear/picar/examinar/furar/penetrar/tomar/atingir/cortar
perguntar	interrogar/questionar/bisbilhotar/xeretar/fofocar/interrogar/consultar/questionar
permanecer	conservar/prosseguir/estar/continuar/ficar/manter
permitir	deferir/sancionar/aturar/licenciar/autorizar/tolerar/aguentar/certificar/aprovar/suportar/admitir/aceitar/agüentar/descriminalizar/legalizar/legitimar/aturar/formalizar/confiar/ratificar/autorizar/tolerar/validar/aguentar/certificar/suportar/declarar
perpetrar	recondenar/fazer
perseguir	caçar/seguir
perseverar	obstinar
persistir	obstinar
persuadir	convencer/imperar/adular/desarmar/influenciar/assegurar/seduzir/vender
pertencer	referir-se
perturbar	transtornar/preocupar/acabrunhar/descombobular/descontrolar/embaraçar/constrangir/desnortear/enervar/afligir/desintegrar/envergonhar/angustiar/desconcertar/chocar/doer/desmoronar/machucar/excitar/agitar
perverter	abastardar/sensualizar/envenenar
pesquisar	experimentar/investigar/buscar/explorar/examinar/procurar
pestanejar	palpebrar
picar	formigar
pilotar	planar
pinar	fornicar
pincelar	emblazonar/sombrear
pintar	emblazonar/repintar/sombrear
pioneirar	inovar/activar/constituir/empreender/fundar/desencadear/confabular/arranjar/estabelecer/organizar/realizar
piorar	degenerar/degradar/deteriorar/adoecer/adoentar/baratear/retrogredir/enlanguescer/fatigar/apodrecer/barganhar/inflamar/degradar/privar/decair/desvalorizar/rebaixar/sofrer/irritar
piscar	palpebrar/pestanejar
planear	almejar/aspirar/pretender/esperar
planejar	engenhar/maquinar/orquestrar/organizar/almejar/planificar/orçar/aspirar/destinar/esquematizar/arregimentar/programar/agendar/compor/pretender/propor/organizar/esperar/mostrar
plantar	produzir/fazer/arborizar/replantar/semear/enraizar
polir	aculturar/civilizar/escolar/lustrar/alisar/educar/cultivar/treinar
ponderar	questionar/perguntar/introspectar/premeditar/teologizar/cogitar/refletir/julgar/pensar/considerar
pontuar	incidir/re-enfatizar/topicalizar/grifar/sublinhar/enfatizar/clarificar/focar
portar	balancear/equilibrar/comportar-se/resistir/conduzir
posicionar	alinhar/orientar/mirar/direcionar/apontar
pospor	segurar
possuir	exibir
postergar	segurar
poupar	economizar/registar/registrar
povoar	alojar/morar/acampar/coabitar/conviver/domiciliar/sobrepovoar/superpovoar/aninhar/nidificar/ninhar/residir/superlotar/bordejar/morar/habitar/viver/ocupar
praticar	shamanizar
precipitar	gear/granizar/nevar/chover/pingar/cuspir
precisar	clamar/demandar
premiar	conferir/certificar/outorgar/conceder
prender	enganchar/trancar/pendurar/abotoar/acolchetar/afivelar/agrafar/agrilhoar/ancorar/barricar-se/engastar/entrincheirar-se/zipar/acorrentar/algemar/cingir/entrincheirar/escorar/estacar/rebitar/encadear/grampear/implantar/alfinetar/atracar/conectar/cravar/trancar/pendurar/amarrar/atar/forçar/ligar/colocar
prensar	esmagar/espremer/apertar/espremer/empurrar
preparar	preservar/conservar/flambar/desfraldar/retreinar/improvisar/esboçar/providenciar/socializar/cultivar/instruir/trabalhar/treinar
presentear	conferir/certificar/outorgar/conceder
preservar	desidratar/enlatar/salgar/economizar/refrigerar/poupar/conservar/registar/registrar
pressionar	esmagar/espremer/apertar/espremer/empurrar
prestar	alugar
presumir	pressupor
pretender	planear/planejar/propor
prezar	admirar/estimar/reverenciar/venerar/temer
principiar	acometer/deslanchar/abraçar/recomeçar/mergulhar/embarcar/atacar/lançar/começar
privar	jejuar/deserdar/desmamar/empobrecer/esfomear/jejuar/evitar
privar-se	jejuar/evitar
proceder	aventurar/embarcar
proclamar	ditar/enumerar
procrastinar	segurar
procriar	eclodir/frutificar/propagar
procurar	arriscar/esgravatar/palpar/pelejar/tatear/empenhar/esforçar/revolver/vasculhar/batalhar/esforçar-se/revirar/apalpar/navegar/arriscar/perseguir/coletar/tentar/registar
produzir	superproduzir/cumprir/efetuar/precipitar/induzir/executar/realizar/servir/deixar/atingir/manter
proferir	cochichar/xingar/balbuciar/blasfemar/rosnar/sussurrar/resmungar/murmurar/insultar/berrar/cantar/contar/falar/gritar/dizer/abrir-se/lamuriar/presentar/balbuciar/estranhar/gaguejar/ladrar/maravilhar/maravilhar-se/sibilar/bradar/exclamar/generalizar/proclamar/pronunciar/vociferar/choramingar/despejar/discutir/ralar/modular/murmurar/tagarelar/verbalizar/conversar/vocalizar/berrar/desaprovar/expressar/reclamar/soltar/apresentar/atirar/desejar/falar/gritar/dizer/representar/lançar/começar
progredir	ampliar/amadurecer/envelhecer/intensificar/estender/aumentar/adolescer/capengar/desdobrar-se/evoluir/florir/gomar/incubar/rebentar/desabrochar/maximizar/envelhecer/multiplicar/florescer/avançar/passear/alongar/elevar/expandir/acumular/diferenciar/escalar/regenerar/crescer/desenvolver/dirigir/estender/ir/subir/aumentar
prolongar	temporizar
prometer	penhorar/garantir/contratar
promover	favorecer/preferir/enobrecer/nobilitar/contribuir/instigar/incentivar/estimular/ajudar/alimentar/levar/provocar
pronunciar	inocentar/absolver/condenar/cecear/ciciar/labelizar/palatalizar/silabificar/subvocalizar/trilar/acentuar/desqualificar/nasalizar/entoar/propagandear/clicar/qualificar/vocalizar/cantar/esticar/julgar/enrolar/declarar
propor	advocar/recomendar/atestar/urgir/promover/cantar/submeter/declarar/dizer
propulsar	atirar/jogar/lançar/catapultar/impulsionar/chutar/pregar/prender/carregar/lançar/bater
propulsionar	atirar/jogar/lançar/catapultar/cotovelar/apunhalar/cutucar/esfaquear/acotovelar/socar/impulsionar/chutar/pregar/forçar/prender/carregar/lançar/bater
prorrogar	temporizar/segurar
prosear	conversar
prosseguir	capengar/entender-se/passear/permanecer/dirigir/continuar/ir/manter
proteger	salvaguardar/assegurar/salvar/defender/guardar/segurar/emparedar/imunizar/protejer/cercar/enfeitiçar/preservar/defender/cobrir/manter
protelar	segurar
protestar	manifestar-se/paralizar/parar/amotinar-se/insurgir/insurgir-se/rebelar/rebelar-se/revoltar-se/amotinar/revoltar
protocolar	recrutar/inscrever/listar/registar/registrar/patentear/reservar/registar/registrar
provar	degustar/redundar/sobrevir/aduzir/alegar/manifestar/presumir/resultar/citar/demonstrar/certificar/suceder/seguir/dizer
prover	apetrechar/aparelhar/equipar/suprir/alimentar/servir/carregar/dar/abrigar/acortinar/alfabetizar/amparar/encortinar/envidraçar/estocar/legendar/mobiliar/reflectorizar/sanitarizar/transistorizar/calhar/computadorizar/estofar/indulgir/informatizar/nutrir/ofertar/armar/armazenar/condicionar/constitucionalizar/equipar/hidratar/possibilitar/regalar/aguar/articular/capitalizar/datar/despejar/encharcar/forrar/hospedar/molhar/providenciar/assentar/associar-se/esquentar/proporcionar/regar/abastecer/aquecer/canalizar/derramar/renovar/acomodar/arranjar/fornecer/sinalizar/suprir/arrumar/permitir/abrir/ajudar/satisfazer/alimentar/estender/oferecer/encontrar/servir/deixar/dar
providenciar	alienar/dispor
provisionar	alimentar/servir/dar/calhar/indulgir/nutrir/regalar/encharcar/forrar/hospedar/regar/acomodar/arranjar/suprir/arrumar/ajudar/satisfazer/alimentar/encontrar/servir
provocar	contagiar/concitar/elicitar/engendrar/filmar/infetar/infectar/procriar/recriar/copiar/gerar/compor/formar/escrever/estimular/incitar/organizar/dirigir/fazer/desovar/dilacerar/dinamitar/enfadar/humilhar/instaurar/motivar/ocasionar/pioneirar/tormentar/usinar/adjudicar/coreografar/descompor/edificar/empreender/facilitar/fender/instituir/lacerar/propulsar/retalhar/alinhavar/atalhar/concretizar/confeccionar/estilizar/imaginar/impelir/influenciar/manufaturar/mortificar/riscar/alfinetar/atormentar/conceber/crucificar/derivar/destilar/fabricar/moldar/originar/procriar/puncturar/recortar/recriar/reproduzir/substanciar/aviltar/cumprir/efetuar/ofender/precipitar/verbalizar/gerar/importunar/impulsionar/incentivar/induzir/insultar/seduzir/extrair/montar/rebaixar/tentar/causar/compor/determinar/outorgar/produzir/regenerar/estabelecer/estimular/incitar/preparar/arrumar/explodir/furar/machucar/executar/construir/realizar/criar/iniciar/trazer/reunir/servir/deixar/incomodar/atingir/começar/tocar/dar/cortar/fazer
publicar	reeditar
pulsar	palpitar
punir	executar/desagravar/desforrar/pixar/revidar/vingar/retaliar/vitimizar/flagelar/vitimar/castigar/disciplinar/corrigir
purgar	lavar/desempoeirar/desinfectar/desinfetar/higienizar/catar/sanitizar/escovar/varrer
puxar	arrastar/atrair/abduzir/aduzir/arrancar/arrastar/esticar/tremer/tirar
pôr	deitar/semear/instalar/dispor/plantar/arranjar/perder/colocar/carregar/aconchegar-se/apoiar-se/atochar/embarrelar/emprateleirar/espaçar/glicerolizar/justapor/recolocar/repor/aconchegar/arborizar/botar/embarricar/empoleirar/engarrafar/envasar/estacionar/paralelizar/posicionar/reclinar/replantar/reposicionar/sepultar/sifonar/soterrar/sobrepor/enraizar/fixar/inserir/instalar/posar/receder/sentar-se/assentar/confinar/enterrar/estratificar/sentar/dispor/situar/acariciar/acumular/apoiar/sinalizar/erguer/introduzir/experimentar/atirar/jogar/levantar/colocar
qualificar	distinguir/diferenciar/marcar
quantificar	cronometrar/pesar/titular/pesar/andar
quebrar	cascar/despedaçar/estilhaçar/fracturar/amaciar/descascar
quedar	ficar
queimar	abrasar/escaldar/deflagrar/fumegar/incendiar/arder
querer	ansiar/suspirar/desejar/ambicionar/cobiçar/esperançar/invejar/agradar/aguardar/perseguir/pretender/esperar/procurar/desejar
questionar	interrogar/perguntar/interrogar/perguntar
raciocinar	centrar/ruminar/concentrar/associar/cogitar/conectar/relacionar/ponderar/especular/focar/contemplar/planejar/refletir/balizar/categorizar/encafifar/filosofar/meditar/computar/prestar/teorizar/calcular/cogitar/inferir/ponderar/deduzir/especular/racionalizar/contemplar/avaliar/decidir/concluir/julgar/pensar/chegar/achar
radiar	alumiar/piscar/cintilar/brilhar
ranger	mastigar/mascar
ranquiar	priorizar/super-ordenar/reordenar/sequenciar/subordinar/distribuir/arranjar/rebaixar
rascar	arranhar
rasgar	esfarrapar/trinchar/desfiar
raspar	arranhar
rastejar	formigar
rastejar-se	formigar
re-adquirir	acessar
re-ocorrer	iterar
reagir	espirrar/peidar/salivar/pestanejar/piscar/resistir
realizar	bastar/consumar/encarnar/desempenhar/cumprir/culminar/expressar/perceber/apreciar/executar/obter/compreender/chegar/servir/atingir/cobrir/começar/fazer
reapresentar	traduzir/citar/extratar/parafrasear/remoer/sumarizar/sintetizar/resumir
rebaixar	desumanizar/esmagar/degradar/aviltar/desvalorizar/inclinar/reduzir
rebater	opor/responder
receber	bacharelar/beneficiar-se/formar-se/re-adquirir/beneficiar/herdar/reconquistar/reganhar/auferir/colecionar/graduar/lucrar/recolher/apanhar/comprar/recuperar/coletar/formar/ganhar/capturar/obter/adquirir/encontrar/reunir/atingir/pegar/reaver/vivenciar/compartir/experienciar/fretar/reganhar/topar/apurar/partilhar/alugar/conseguir/exprimir/comprar/recuperar/extrair/isolar/expressar/ganhar/parir/experimentar/obter/tomar/adquirir/encontrar/ter/aceitar/atingir/achar/dividir/fazer
recender	tresandar/feder/cheirar
rechaçar	tanger/atemorizar/espantar/banir/intimidar
recitar	declamar/soletrar/contar/dizer
reclamar	requesionar/arrogar/pretender
recolher	catar/colher/apanhar/respigar/reagrupar/mobilizar/colher/convocar/juntar/reunir
reconciliar	apaziguar/acalmar
reconhecer	honrar/prestigiar/distinguir/identificar/diferenciar/separar
reconquistar	acessar
recontar	narrar/relatar
recordar	relembrar/rever/reconhecer/rever/conhecer
recordar-se	reconhecer/rever/conhecer
recorrer	iterar
recriar	contrafazer/desempenhar/falsificar/simular/modelar/apresentar/fazer/clonar/encenar/fictionalizar/reencenar/figurar/recontar/traçar/recitar/copiar/renovar/atuar/imitar/regenerar/repetir/executar/apresentar/representar/tocar/fazer
recrutar	inscrever/registar/registrar/matricular/sindicalizar/ingressar/alistar
recuperar	acessar
recusar	desacatar/desobedecer/desprezar/repudiar/lamentar/rejeitar
redigir	subscrever/visar/assinar/apostrofizar/digitar/rabiscar/datilografar/reescrever/estilizar/registar/registrar
redizer	traduzir/citar/extratar/parafrasear/remoer/sumarizar/sintetizar/resumir
redundar	advir/derivar/resultar/vir/seguir
reduzir	encurtar/resumir/condensar/abreviar/diminuir/circunscrever/deprivar/desescalonar/despovoar/desprover/embotar/miniaturizar/redimensionar/abaixar/desmerecer/mitigar/subtrair/encurtar/deprimir/encolher/confinar/minimizar/contrair/ferver/minguar/suprimir/enfraquecer/limitar/restringir/diminuir
referir	aludir/mencionar/citar
refinar	aculturar/civilizar/escolar/educar/cultivar/treinar
refletir	centrar/ruminar/concentrar/associar/cogitar/conectar/relacionar/ponderar/especular/focar/questionar/contemplar/perguntar/planejar/balizar/encafifar/filosofar/introspectar/meditar/premeditar/prestar/teologizar/raciocinar/cogitar/inferir/ponderar/deduzir/racionalizar/contemplar/avaliar/decidir/concluir/julgar/pensar/chegar/considerar/achar
refrear	conquistar/sufocar/reprimir/suprimir/limitar/restringir/conter/controlar/abnegar/abster/mortificar/crucificar/subjugar/desanimar/limitar/recusar/restringir/treinar
refrescar	refrigerar/gelar
refrigerar	gelar
refutar	opor/responder
regalar	legar/doar/distribuir/deixar/entregar/passar/dar/gratificar/rifar/dotar/render-se/ceder/submeter/oferecer/entregar/dar
